text,ade,meddra,level
effexor withdrawal.,withdrawal,withdrawal symptom,LLT
upped my effexor dosage 5 days ago. sleep cycle and quality went to shit 4 days ago. i sense a correlation here...,quality,poor quality sleep,PT
upped my effexor dosage 5 days ago. sleep cycle and quality went to shit 4 days ago. i sense a correlation here...,sleep cycle,sleep disturbance,LLT
"stomach discomfort, flushed, sweating, weird jaw, this stuff sucks #effexor #experiment",stomach discomfort,discomfort epigastric,LLT
"stomach discomfort, flushed, sweating, weird jaw, this stuff sucks #effexor #experiment",flushed,flushed,LLT
"stomach discomfort, flushed, sweating, weird jaw, this stuff sucks #effexor #experiment",jaw,jaw disorder,PT
"stomach discomfort, flushed, sweating, weird jaw, this stuff sucks #effexor #experiment",sweating,sweating,LLT
i love this effexor! majorly kills my libido.,kills my libido,loss of libido,PT
"@aaronm effexor was a boner killer, absolutely. welbutrin goes the other way.",boner killer,erection failure,LLT
so so so shaky. me and effexor xr have a love/hate relationship.,shaky,shaking,LLT
"@joec second day off effexor &amp; on viibryd here. brain zaps are fun. and by fun, i mean horrendous &amp; miserable.",brain zaps,paraesthesia,PT
day 6 cold turkey from effexor. i bellevue this pic adequately represents my descent into madness. or whatever. http://t.co/v7miglato6,descent into madness,mental deterioration,LLT
headache &amp; stomach ache. i'm never forgetting my effexor again.,headache,headache,PT
headache &amp; stomach ache. i'm never forgetting my effexor again.,stomach ache,stomach ache,LLT
"@elladeruiter oh i hate that! i used to be on citalopram, it stopped working eventually. sometimes i have to up my effexor dose temporarily.",stopped working,tachyphylaxis,PT
"out of pills, feeling like a train wreck #tweaking #effexor",tweaking,feeling stoned,LLT
"out of pills, feeling like a train wreck #tweaking #effexor",feeling like a train wreck,feeling unwell,LLT
"@jonny_wags @hey_jeffrey realtalk: until i started taking wellbutrin, effexor robbed me of the ability to cum",ability to cum,inability to orgasm,LLT
effexor xr side effects : - sucidal thoughts - insomnia - feeling high &amp; unresponsible. -dry mouth.,dry mouth,dry mouth,PT
effexor xr side effects : - sucidal thoughts - insomnia - feeling high &amp; unresponsible. -dry mouth.,feeling high,feeling high,LLT
effexor xr side effects : - sucidal thoughts - insomnia - feeling high &amp; unresponsible. -dry mouth.,insomnia,insomnia,PT
effexor xr side effects : - sucidal thoughts - insomnia - feeling high &amp; unresponsible. -dry mouth.,unresponsible,lack of motivation,LLT
effexor xr side effects : - sucidal thoughts - insomnia - feeling high &amp; unresponsible. -dry mouth.,sucidal thoughts,suicidal ideation,PT
@darko_marco i've no probs with porn other than the fact that i've gained 80 pounds on effexor and no one needs to see that ;-),gained 80 pounds,weight gain,LLT
the effexor dreams have taken a terrifying turn. ugh.,dreams,abnormal dreams,PT
"@iamthattgirl ugh, sorry. this effexor is not making me feel so awesome. posting puck's stuff tonight though.",not making me feel so awesome.,feeling unwell,LLT
struggling with effexor withdrawal. worse than any symptoms i was taking the drug for.stay away from this!!! http://t.co/m5r2qtt9np,withdrawal,withdrawal symptom,LLT
"ssri discontinuation syndrome is a bitch. effexor, i hate you. wellbutrin, thanks for being nice to me. now do your job kthx. #depression",discontinuation syndrome,withdrawal syndrome,PT
effexor dreams d:,dreams,abnormal dreams,PT
"@oscli you want bad withdrawl, effexor had that..evil stuff for me...never again. i strongly believe it caused some memory damage for me. :(",memory damage,memory impairment,PT
"@oscli you want bad withdrawl, effexor had that..evil stuff for me...never again. i strongly believe it caused some memory damage for me. :(",withdrawl,withdrawal symptom,LLT
life: fucked. mind: falling into a realm of utter disillusion.  thank the lord for #effexor contributing to it.,falling into a realm of utter disillusion,psychosis,LLT
"@fell2earth yeah, i'm ok. that was weird. might've been meds. got a new batch yesterday. i'm remembering the effexor xr making me sick once.",sick,feeling sick,LLT
i suggest never stop taking effexor abruptly because you will feel like you're on your death bed,feel like you're on your death bed,feeling unwell,LLT
zoloft was just as bad as effexor. it made me more depressed and more suicidal. i don't want it.,depressed,depression,PT
zoloft was just as bad as effexor. it made me more depressed and more suicidal. i don't want it.,suicidal,suicidal ideation,PT
fucking effexor withdrawals. i would shake my fist but i don't have the energy.,don't have the energy,loss of energy,LLT
fucking effexor withdrawals. i would shake my fist but i don't have the energy.,withdrawals,withdrawal symptom,LLT
well my effexor kinda did its job to keep my anxiety under control.... but now to get my heart rate down..... ugh,heart rate,heart rate irregular,PT
"fuck you, effexor. dilated pupils and blurry vision and nausea and headaches? this is awful!",blurry vision,blurry vision,LLT
"fuck you, effexor. dilated pupils and blurry vision and nausea and headaches? this is awful!",dilated pupils,dilated pupils,LLT
"fuck you, effexor. dilated pupils and blurry vision and nausea and headaches? this is awful!",headaches,headache,PT
"fuck you, effexor. dilated pupils and blurry vision and nausea and headaches? this is awful!",nausea,nausea,PT
"dear alternative medicine aficionados, don't do intra-nasal acupuncture when you're on effient and aspirin. #nightmare #bloodbath",bloodbath,bleeding,LLT
@joanne__howe i'm good been on 25mg mtx for years then switched to leflunomide back mtx the other caused tummy trouble. why r u off enbrel,tummy trouble,tummy ache,LLT
@thebloggess your lucky! i have to do infusions of remicade for my ra. i would happily do humera or enbrel if it didnt make me stop breathin,stop breathin,breathing difficult,LLT
@racanuck i had a weird rash w/ enbrel. but it was all over my abdomen &amp; chest. rash in elbow cld b psoriasis? can u take a pic?,rash,rash,PT
@eesullivan i had allergic reaction from enbrel.,allergic reaction ,allergic reaction,LLT
anyone else have worsening #acne problems since starting #enbrel for autoimmune disease?,acne,acne,PT
@cocayne18 stopped working.  i don't think their meant to last forever but again it depends on the person.  i took enbrel when i was on my,stopped working,tachyphylaxis,PT
i think my tablets have made me gain weight. anyone on fluoxetine/prozac? #replytweet,gain weight,weight gain,LLT
fluoxetine is a hell of a drug if you're into being awake all night and feeling ill.,feeling ill,ill feeling,LLT
fluoxetine is a hell of a drug if you're into being awake all night and feeling ill.,awake all night,insomnia,PT
@wickychoo @lollygee omg all the special places. i'm not drunk. it's the fluoxetine.,drunk,drunk-like effect,LLT
forgetting to take meds then having a day feeling like absolute shit. fluoxetine u r shit,feeling like absolute shit,feeling unwell,LLT
the one bummer about it all is that the fluoxetine is giving me the shakes which made fine fiddly detail work harder than it should be,shakes,shaking,LLT
"@waynedjc that's good news. you must feel a bit less stressed. btw, are you ok with diazepam and fluoxetine? take both and they space me out",space me out,concentration loss,LLT
"only one day in and mirtazapine is like fluoxetine all over again, it just makes me so tiered",tiered,tiredness,LLT
"didnt take my fluoxetine this morning because i forgot and i've been so shaky and tired all day, is this like, withdrawal symptoms?",shaky,shaking,LLT
"didnt take my fluoxetine this morning because i forgot and i've been so shaky and tired all day, is this like, withdrawal symptoms?",tired,tiredness,LLT
"didnt take my fluoxetine this morning because i forgot and i've been so shaky and tired all day, is this like, withdrawal symptoms?",withdrawal,withdrawal symptom,LLT
@themartinnewman to be honest i've  had worse. on fluoxetine i was convinced there was a plot to steal my thoughts... !,plot to steal my thoughts,paranoia,PT
"@mereprototype probably the combination with my fluoxetine. but i can't move that to night time, it makes me have bad dreams.",bad dreams,bad dreams,LLT
"@samambreen doesn't work. citilopram then fluoxetine before, bothe did nothing for my mood but made me vomit so much i lost 4 stone in 6mo.",vomit,vomiting,PT
"@samambreen doesn't work. citilopram then fluoxetine before, bothe did nothing for my mood but made me vomit so much i lost 4 stone in 6mo.",lost 4 stone,weight loss,LLT
life alert life alert i am burping up fluoxetine powder i think i might die,burping,burping,LLT
"@jessindia i take fluoxetine and quetiapine. the quetiapine is the one with the massive sleepies, althouth the flouxetine doesn''t help.",sleepies,sleepiness,LLT
@hendryhannah i tried fluoxetine. it knocked me out.,knocked me out,sleepiness,LLT
@nicoleccoelho i take fluoxetine and it doesn't do shit it just makes me dizzy and tired,dizzy,dizzy,LLT
@nicoleccoelho i take fluoxetine and it doesn't do shit it just makes me dizzy and tired,tired,tiredness,LLT
popped a fluoxetine im sweating,sweating,sweating,LLT
"@chavielle i has beta blockers now, apparently the fluoxetine can cause panic attacks ^_^",panic attacks,panic attacks,LLT
@icedweller i loved fluoxetine (prozac) but it made me lose my temper of the slightest thing but that was the only downside.,lose my temper,combative reaction,LLT
my 3 favourite things about fluoxetine are: it doesnt work as an antidepressant. increases suicidal thoughts. it stops you from jizzing.,stops you from jizzing,inability to orgasm,LLT
my 3 favourite things about fluoxetine are: it doesnt work as an antidepressant. increases suicidal thoughts. it stops you from jizzing.,suicidal thoughts,suicidal ideation,PT
"@candidlykelly some day i should try fluoxetine again. it made me all suicidal the first time, but i was 18",suicidal,suicidal ideation,PT
restless leg syndrome is bad tonight.  damn you fluoxetine.,restless leg syndrome ,restless leg syndrome,LLT
(cont'd) my pdoc altered the dosage of @fluoxetine to 30mg. that's the only alteration. because i complained about the extreme fatigue. :-(,fatigue,fatigue,PT
"@bobsmithno6 aw, dude. i've been on both in the past. don't stop fluoxetine suddenly - the withdrawal effects are awful. do it gradually.",withdrawal,withdrawal symptom,LLT
"ok, i'm pretty sure that missing 2 doses of fluoxetine (pure disorderliness/schedule fail) was responsible for my joint pain.",joint pain,joint pain,LLT
@_unbeautiful_ i used to dream every night without fail on fluoxetine...i have no crazy stories each morning now i'm off it though!! :-l,dream,abnormal dreams,PT
"@notquitereal oh, really? that's what gave me the terrible reaction. my current doctor told me he'd almost never prescribe fluoxetine.",reaction,allergic reaction,LLT
"@notquitereal yeah, i mean, fluoxetine made me feel like shit, and citalopram makes me feel ace, so worth considering if you ever have to",feel like shit,feeling unwell,LLT
@theonlywayisgay fluoxetine.  killed my libido stone dead.,killed my libido,loss of libido,PT
"@major___tom mm, i'm wary of trying new meds after a really bad reaction to fluoxetine, but i've heard a lot of good things about citalopram",reaction,allergic reaction,LLT
@tittuck i know it made me want to be sick every time i had it plus fluoxetine is the bigges bunch of shit ive been on worse than sertraline,want to be sick,nausea,PT
@tysonstown when i was on fluoxetine i was dead from the waist down. even frankenstein couldn't have helped...,dead from the waist down,loss of libido,PT
@ana_3033 fluoxetine give me headaches and makes me yawn 24/7,headaches,headache,PT
@ana_3033 fluoxetine give me headaches and makes me yawn 24/7,yawn,yawn,LLT
"fluoxetine, got me going crazy.",crazy,psychosis,LLT
@znb_maqbool sweaty fluoxetine addict,addict,dependence addictive,LLT
@znb_maqbool sweaty fluoxetine addict,sweaty,sweating,LLT
@thebeachynurse ...had to get an x-ray of my arm per protocol...it was negative but it's just now starting to hurt. ugh!!!!  #geodon,hurt,pain,PT
me too. i used to call geodon the potato drug bcuz that's what i looked like after just 5 weeks on it..  @beyondmeds @medskep,potato drug bcuz that's what i looked like,weight gain,LLT
"3 rounds of puking, a nasty headache, and my throat is raw. body wants nothing to do with this increase in the geodon.",headache,headache,PT
"3 rounds of puking, a nasty headache, and my throat is raw. body wants nothing to do with this increase in the geodon.",throat is raw,raw throat,LLT
"3 rounds of puking, a nasty headache, and my throat is raw. body wants nothing to do with this increase in the geodon.",puking,vomiting,PT
leathers and 20 of geodon later.... we had a sleepy crackhead,sleepy,sleepy,LLT
@kathrynfoucha remicade was my last treatment before humira and i really loved it. then i started having a reaction from it multiple times,reaction,allergic reaction,LLT
humira got a real nigga tired?,tired,tiredness,LLT
"@melzter777 that's how i felt about humira. when it stopped working, i had a whole summer in and out of the hospital",stopped working,tachyphylaxis,PT
"@mesgreene i lost effectiveness on humira, and then methotrexate was added and it was like going back to starting the drug.",lost effectiveness,tachyphylaxis,PT
"@mesgreene humira worked for me much better than remicaid. i felt constantly beat up on r. humira was much easier to administer, too.",beat up,worn out,LLT
i'm loosing so much blood right now. humira is some scurry ish.,loosing so much blood,blood loss of (nos),LLT
thank god i was born with so much hair; i wouldn't been bald by now. #crohnsproblems #teamibd #hairloss #humira #chronic #illness #gratitude,hairloss,hair loss,LLT
whyyyyy so painful #humira ?,painful,pain,PT
"@sapphire20 to it, and now i'm on humira with just the bloat to battle. things sometimes get super shitty in every sense. but stay strong xx",bloat,bloating,LLT
question: anyone on #humira experiencing urinary track infections frequently and never had before?,urinary track infections,urinary tract infection,PT
"starting humira tomorrow. :) i wonder if it will make me tired for a day or so like remicade did. if it works, it's worth it.",tired,tiredness,LLT
"@hurtblogger good luck! have you tried it before? does it work 4 u? i just had 2nd dose of humira, and hurting so bad i can't stand it :-(",hurting,pain,PT
@sarahchoueiry @crohns_twins i also have nuasea and low grade temp and on #humira should i go check it out??,nuasea,nausea,PT
@sarahchoueiry @crohns_twins i also have nuasea and low grade temp and on #humira should i go check it out??,low grade temp,temperature elevation,LLT
i had the two humira shots today and the needle didnt hurt at all but the medicine inside burned like lava,burned,burning sensation,PT
i did it. it hurt quite a bit more this time. but i did it. #humira #rheum #spoonie,hurt,pain,PT
"@trainingwithra but #humira has the after-sting, which is worse! yuck. reminds me, i need to go take my shot :) #rheum",after-sting,injection site stinging,LLT
"@shellyfanelly i was on #azathioprine for about 8 years, it worked well, now on #humira instead though which is knocking me about",knocking me about,feeling unwell,LLT
@ccfa pooped out bc i did humira last night :),pooped out,tiredness,LLT
"@foggymelon @movmctov @the_scottymomma when i did humira for my crohn's it felt like acid, hubby had to shoot me up. made my lupus flare too",felt like acid,burning sensation,PT
"@foggymelon @movmctov @the_scottymomma when i did humira for my crohn's it felt like acid, hubby had to shoot me up. made my lupus flare too",lupus flare,sle flare,LLT
@zmiller1902 sometimes my humira pens make me feel like i'm 90 years old due to the joint pain everywhere.,joint pain,joint pain,LLT
going to the hair salon is no longer a pleasant experience.how much are we cutting?half of it. #crohns #hairloss #autoimmune disease #humira,hairloss,hair loss,LLT
god humira shots blow so bad... #painful #crohnssucks,painful,pain,PT
@dsymons @trainingwithra @lisabinkc my husband gives me my humira injections. we use the pens. it hurts too bad to give them to myself.,hurts,pain,PT
@mizbergy that's the hardest part: difficult to willingly self-inflict pain. #humira #rheum,pain,pain,PT
@ayegraybay i know?wishful thinking. my humira shot doesn't even work for me anymore and when it does i get so sick.,sick,feeling sick,LLT
@ayegraybay i know?wishful thinking. my humira shot doesn't even work for me anymore and when it does i get so sick.,doesn't even work for me anymore,tachyphylaxis,PT
"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now.",sick,feeling sick,LLT
"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now.",seizures,seizures,LLT
"well,yesterday was rubbish(post humira)all day in bed,loads of pain etc.just got up and i think i'm alright?give it an hour and reassess lol",pain,pain,PT
rt @ginarclark: personal frustration med's that work (humira) then wear-off even when taking mtx for anti-bodies. #rheum,wear-off,tachyphylaxis,PT
ah the sting of the #humira injection. how i've not missed thee. #ankylosing #spondylitisq #ouch,sting,injection site stinging,LLT
humira why you burn my veins,burn my veins,burning sensation,PT
no pain is worse than humira. not even arthritis. lmfao.,pain,pain,PT
"@kirkby007 if u r on #humira and have respiratory probs - see ur doc.  that;s how it all started of me.  be well.  nice chatting,",respiratory probs,respiratory disorder,PT
@hospitalpatient  have been on humira 2years now n get on off chest infections that sometimes need 2diff pills 2sort out should i b worried?,chest infections,chest infection,LLT
my choice was more #surgery on 6-ft small bowel or #biologics like #humira.  now #chemo is my only hope 2 treat #lung side effect. #crohns,lung ,lung injury,LLT
"@epilepsyadvice  on lamictal, chemist giving me there own brand med lamotrigine when lamictal not available..side effect problems..raging !",raging,rage,LLT
"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good",cognitive problems,cognitive impairment,LLT
"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good",kidney stones,kidney stones,LLT
"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good",parasthesia,paraesthesia,PT
does anyone happen to know if lamictal causes you to feel hot? @liberonetwork @_sabiiiiii #cantstopsweating,feel hot,hot feeling generalised,LLT
does anyone happen to know if lamictal causes you to feel hot? @liberonetwork @_sabiiiiii #cantstopsweating,sweating,sweating,LLT
@ybnormal622 i am on only 25mg lamictal but it makes me anxious and insomniac so i skip sometimes and get depressed.,anxious,feeling anxious,LLT
@ybnormal622 i am on only 25mg lamictal but it makes me anxious and insomniac so i skip sometimes and get depressed.,insomniac,insomnia,PT
"@thekillmars300 called lamictal (for anxiety) that turns out i'm allergic to also. kicker is, they both can cause sjs. i never had a chance.",allergic,allergic reaction,LLT
"@thekillmars300 called lamictal (for anxiety) that turns out i'm allergic to also. kicker is, they both can cause sjs. i never had a chance.",sjs,stevens johnson syndrome,LLT
developing add in my 20s thanks to the memory/attention-killing lamictal i've been on since my early teens. #bipolar #morepillsmoreproblems,add,add,LLT
developing add in my 20s thanks to the memory/attention-killing lamictal i've been on since my early teens. #bipolar #morepillsmoreproblems,attention-killing,attention impaired,LLT
i decided to try visualization tapes again. at least they wouldn't give me a rash like lamictal.,rash,rash,PT
are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?,insomnia,insomnia,PT
are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?,restlessness,restlessness,PT
@ikimlowe my son has been on lamictal for 3 yrs n broke out in a rash when he 1st was put on it. luckily after going to er it was not the sj,rash,rash,PT
@ineptune_ samezies :( it's the lamictal i'm flat as a kate hudson in how to lose a guy in 10 days,flat,flat affect,PT
@feltfedora &lt; i was on lamictal for a while (for other reasons) but i had to stop due to an allergic reaction.,allergic reaction,allergic reaction,LLT
@blednos lamictal and trileptal and seroquel...of course the seroquel i take in severe situations because gaining weight is never cool,gaining weight,weight gain,LLT
lamictal nap ft. 2 cups of caffeinated coffee,nap,daytime sleepiness,LLT
@aravain i've heard of all kinds of skin issues on lamictal! pretty sure mine is psychosomatic though...,skin issues,skin disorder,PT
lamictal withdrawal update:  starving!,starving,hunger,PT
lamictal withdrawal update:  starving!,withdrawal,withdrawal symptom,LLT
"@milynda lamictal makes you sleepy at night, but i take it around 10 or so. once you get in the system, you start falling asleep normally.",sleepy,sleepy,LLT
@mc_elhill @mhchat @womblegeorge #mhchat lamotrigine also causes me to have fewer hours sleep a night,fewer hours sleep,sleep loss,LLT
also the lamotrigine dose feels a bit high too now the o is leaving my system. will have to adjust that as well or i won't sleep *sigh*,won't sleep,sleep loss,LLT
reducing the lamotrigine is grim. exhausted and grumpy. got another 2 weeks of this yet. wondering if i'm doing the right thing?,exhausted,exhaustion,LLT
reducing the lamotrigine is grim. exhausted and grumpy. got another 2 weeks of this yet. wondering if i'm doing the right thing?,grumpy,irritable,LLT
anyone taking lamotrigine suffer with headaches weeks after starting the med?,headaches,headache,PT
"@ecrjones coming off lamotrigine has been as bad as going up on it. poorly tummy, tiredness, feeling disconnected",disconnected,detachment,LLT
"@ecrjones coming off lamotrigine has been as bad as going up on it. poorly tummy, tiredness, feeling disconnected",tiredness,tiredness,LLT
"@ecrjones coming off lamotrigine has been as bad as going up on it. poorly tummy, tiredness, feeling disconnected",tummy,tummy ache,LLT
but i have realised that it's the lamotrigine which causes the joint pain.,joint pain,joint pain,LLT
"i swear, since i went on lamotrigine, i've become dyslexic..what the fuck is up with that?",dyslexic,dyslexia,PT
"question: recently i have been hyper-sensitive to different textures, does anyone know if this is a bipolar / lamotrigine thing??",hyper-sensitive,touch sensitivity increased,LLT
bloody dreadful nights sleep= joint pain. combination of sitting all day in training and full therapeutic dose of lamotrigine,joint pain,joint pain,LLT
bloody dreadful nights sleep= joint pain. combination of sitting all day in training and full therapeutic dose of lamotrigine,dreadful nights sleep,sleep disturbed,LLT
i've decided i'm really not happy with the pain lamotrigine is causing or the poor sleep. i am thinking of asking for a trial of prozac and,pain,pain,PT
i've decided i'm really not happy with the pain lamotrigine is causing or the poor sleep. i am thinking of asking for a trial of prozac and,poor sleep,poor sleep,LLT
"@bipolarblogger the misery i'm experiencing today from the pain, outweighs the anti-depressant effect of the lamotrigine",pain,pain,PT
"me : feeling fine, watching tv ... swiffer commercial #lamotrigine : lol lets make the bitch cry at this... a fucking swiffer commercial.",cry ,crying,PT
#lamotrigine headaches suck :( i wanna curl up &amp; cry.,headaches,headache,PT
"not feeling like staying up all night, so taking the #levothyroxin in the morning. #lamotrigine early at 0432utc",staying up all night,sleep loss,LLT
"@stavvers yeah i hear epilim is pretty tough, sorry to hear re bad times with it :( oddly, dear sweet lamotrigine tipped me to a dark place",tipped me to a dark place,depressive state,LLT
"@sleazeballz @kanako_ukfur was on lamotrigine for about 5 months, got taken off them due to a rash on my elbow :/ now i feel more meh",rash,rash,PT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/kbj5fvqpff,allergic reaction,allergic reaction,LLT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/8gj415gas5,allergic reaction,allergic reaction,LLT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/spmda8toqt,allergic reaction,allergic reaction,LLT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/mfrgr3tenj,allergic reaction,allergic reaction,LLT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/sqdtqpucgn,allergic reaction,allergic reaction,LLT
"oh, and i forgot that with lamotrigine come awful night terrors. i woke up no fewer than five times screaming and sweaty. #lol",night terrors,night terrors,LLT
"i think the lamotrigine is finally doing what it's supposed to; which is not make me sick, but keep my moods stable :) yaay &lt;3",sick,feeling sick,LLT
ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah,hard to digest,difficult digestion,LLT
ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah,toxicity,drug toxicity,LLT
ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah,vasovagal pre-syncope,pre-syncope,LLT
"not that anyone noticed, but my #ambienwithdrawl only lasted a few days. why? because i got another scrip. i need it while i'm on levaquin.",withdrawl,withdrawal symptom,LLT
is it possible for levaquin to cause massive pain in my joints? #medical#query,pain in my joints,pain in joint,LLT
@sonniedetore i cannot be in the sun! #levaquin,cannot be in the sun,sun sensitivity,LLT
rt @vinniemedugno: @sonniedetore i cannot be in the sun! #levaquin,cannot be in the sun,sun sensitivity,LLT
levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml,diarrhea,diarrhea,LLT
levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml,headaches,headache,PT
levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml,vomiting,vomiting,PT
note to self - nicotine lozenge &amp; alcohol = nausea.,nausea,nausea,PT
i have a lozenge i cant feel my throat,cant feel my throat,numbness throat,LLT
"popped a zinc lozenge, i'm sweatin",sweatin,sweating,LLT
you guys i was sucking on this lozenge thats supposed to numb sore throats and now i cant feel my mouth,cant feel my mouth,numbness oral,LLT
it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.,addiction,addiction,LLT
rt @jumpingjesush: it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.,addiction,addiction,LLT
rt @jumpingjesush: it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.,addiction,addiction,LLT
so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.,allergic,allergic reaction,LLT
so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.,needing my inhaler,breathing difficult,LLT
so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.,rash ,rash,PT
i'm gonna make a list of drugs that give you mad crazy dreams. trazadone and metoprolol are at the top.,crazy dreams,bizarre dreams,LLT
"okay, this metoprolol is not a game. aside from the occasional chest pain when i breathe, i'm fine. ?",chest pain,chest pain,PT
nicotine headache! #notcool,headache,headache,PT
@tedwardpaynus very little is going to get in the way of their nicotine addiction.,addiction,addiction,LLT
holy shit i quit. no for real this time tho. fuck that noise. aint got time for stuffy sinuses and nicotine addiction.,addiction,addiction,LLT
holy shit i quit. no for real this time tho. fuck that noise. aint got time for stuffy sinuses and nicotine addiction.,stuffy sinuses,nasal stuffiness,LLT
fucking nicotine driving my fucking mind up the fucking wall. i feel like kathy bates,driving my fucking mind up the fucking wall,mental state abnormal aggravated,LLT
i'm never gonna pack it in i know i'm addicted to the nicotine through my veins it flow,addicted,dependence addictive,LLT
do the people that make the blu e-cig not fucking understand what addiction to nicotine is?! where is it already,addiction,addiction,LLT
i can go without nicotine for a few day but by the time the third day comes around i want to rip out my teeth,rip out my teeth,agitated,LLT
"brb, dying of nicotine withdrawal.",withdrawal,withdrawal symptom,LLT
@lukehedgecutter i cant sleep im having a well bad nicotine craving,craving,nicotine craving,LLT
@lukehedgecutter i cant sleep im having a well bad nicotine craving,cant sleep,sleep loss,LLT
going through a real bad nicotine withdraw...,withdraw,withdrawal symptom,LLT
nicotine withdrawals. #needasmoke,withdrawals,withdrawal symptom,LLT
this new baccy is just making my cough so much worse but ahhh well need my nicotine,cough,cough,PT
bought ourselves an electronic cigarette for fun and now i think we're addicted to nicotine ???,addicted,dependence addictive,LLT
@broahegan it's my nicotine withdrawls, withdrawls,withdrawal symptom,LLT
fuck here comes the nicotine cravings damn you hookah,cravings,nicotine craving,LLT
nicotine withdrawal is hitting me so fuckin hard right now,withdrawal,withdrawal symptom,LLT
officially addicted to nicotine,addicted,dependence addictive,LLT
all this nicotine is going to my head,going to my head,head spinning,LLT
addicted to nicotine badly.,addicted,dependence addictive,LLT
nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop,headache,headache,PT
nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop,irritable,irritable,LLT
nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop,withdrawals,withdrawal symptom,LLT
do you know how badly i want a cigarette right now? but no. i manfully suffer through nicotine withdrawal?all for you #sacrifice, withdrawal,withdrawal symptom,LLT
i'm void of nicotine and my moods are void of stability.,moods are void of stability,mood swings,PT
"@copelong30 had a migraine, asked him for medicine, he's sitting there like ""that's what you get! nicotine withdrawals!"" like fuck dad.",migraine,migraine,PT
"@copelong30 had a migraine, asked him for medicine, he's sitting there like ""that's what you get! nicotine withdrawals!"" like fuck dad.",withdrawals,withdrawal symptom,LLT
day 2 without nicotine: fuck sleep would be nice. so would a dip.......,sleep,insomnia,PT
sent my lovely compandre to fuel my nicotine addiction,addiction,addiction,LLT
pop a ciprofloxacin i'm sweating woo!,sweating,sweating,LLT
@aquafare the only things i know i'm allergic to are sulfa drugs and ciprofloxacin.,allergic,allergic reaction to antibiotics,LLT
when the depression is coming out caused by this damn levofloxacin :)),depression,depression,PT
rocephin  ciprofloxacin = me barely able to stay awake,barely able to stay awake,sleepiness,LLT
my battle continues with olanzapine weight gain with a bowl of porridge and a 9am bootcamp #iwillwin,weight gain,weight gain,LLT
i can't secretly try and come off my olanzapine as my cpn and psychiatrist will notice the weight loss!,weight,weight gain,LLT
@rayvenmental yeah the first time i was on olanzapine i did not put much weight on but 2nd time i did! weird!,put much weight on,weight gain,LLT
"have run out of olanzapine, was tapering off anyway but this is a bit too quick-feel restless. hot bath and diazepam time :(",restless,restless,LLT
ok brain &amp; body. we need a chat about oversleeping and overeating since taking olanzapine again #tuboficecream #timetochange #junkfood #gym,overeating,excessive eating,LLT
ok brain &amp; body. we need a chat about oversleeping and overeating since taking olanzapine again #tuboficecream #timetochange #junkfood #gym,oversleeping,hard to awaken,LLT
"despite a difficult meeting with hr today i feel good, i feel chilled, i feel happy but i still feel fat! #olanzapine",fat,weight gain,LLT
only problem is the ride has fuelled the olanzapine munchies. i was a nightmare in the supermarket tonight!,munchies,feeling hungry,LLT
